Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,latitude,longitude,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),number of males,number of females,prop taxes paid 2016,median taxes (with mortgage,median taxes (no mortgage),median house value,median houshold income,median monthly owner costs (with mortgage),median monthly owner costs (no mortgage),median gross rent,median asking price for vacant for-sale home/condo,unemployment (%),Number of Homes,Count of Abnb,Density of Abnb (%),Average Abnb Price (by zipcode),Average NumReviews (by zipcode),Average Rating (by zipcode),Average Number of Bathrooms (by zipcode),Average Number of Bedrooms (by zipcode),Average Number of Beds (by zipcode),Average Number of Guests (by zipcode)
1.0,1.0,2.0,Washington,4.0,5.0,130.0,Y,38.89826,-76.99083,20002,60514.0,52370.0,49333,123.6,5.3,0.2,11513,29267,31246,0.5,2898.0,2016.0,598906.0,80499.0,2322.0,490.0,1421.0,591482.0,6.3,24205.6,168,0.6940542679999999,95.78443114,63.90506329,4.881410256000001,1.113095238,1.294117647,1.803571429,1.803571429
1.0,1.0,2.0,New Orleans,4.0,18.0,40.0,Y,30.01684,-90.07733,70122,37303.0,28564.0,46533,98.4,7.1,1.0,5289,17107,20194,0.7,1434.0,1075.0,191570.0,39401.0,1437.0,465.0,957.0,155996.0,9.3,14921.2,494,3.310725679,117.9173554,38.60277136,4.911330049,1.374745418,2.138004246,2.684210526,2.684210526
1.0,,1.0,Philadelphia,3.0,11.0,67.0,Y,39.95278,-75.14187,19106,12268.0,11740.0,8359,109.6,0.8,0.4,15180,6230,6037,0.9,3562.0,6231.0,497794.0,105334.0,2615.0,1242.0,1737.0,567543.0,2.5,4907.2,79,1.609879361,122.443038,58.97297297,4.938356164,1.582278481,1.666666667,2.949367089,2.949367089
2.0,1.0,1.0,New Orleans,2.0,12.0,58.0,N,29.92172,-90.10425,70115,34248.0,31695.0,40287,102.1,3.9,0.6,8832,17038,17209,0.9,3992.0,3332.0,423985.0,57779.0,2268.0,695.0,1105.0,433344.0,4.6,13699.2,435,3.175367905,144.1786543,43.69554455,4.893483709,1.35862069,1.904645477,2.524137931,2.524137931
1.0,,1.0,San Diego,3.0,26.0,94.0,N,32.76746,-117.19462,92110,28916.0,25341.0,24149,136.7,4.9,0.1,5949,14053,14862,0.6,3667.0,1980.0,573156.0,63853.0,2169.0,499.0,1462.0,973186.0,4.3,11566.4,268,2.317056301,133.01136359999998,39.0,4.84375,1.275471698,1.504032258,1.843283582,1.843283582
3.0,4.0,4.0,San Diego,8.0,29.0,350.0,N,32.94879,-117.1256,92129,56580.0,51536.0,47217,132.4,14.1,0.0,4025,27574,29005,0.7,5051.0,3608.0,689253.0,120041.0,2701.0,642.0,1822.0,854980.0,4.6,22632.0,78,0.344644751,122.60256409999998,19.55769231,4.84375,1.333333333,1.6,1.884615385,1.884615385
1.0,1.0,1.0,Seattle,2.0,167.0,200.0,N,47.60247,-122.33378,98174,,,180,,0.0,0.0,17842,49,14,,,,,,,,,,,,44,,150.1627907,62.55813953,4.785714286,1.090909091,1.351351351,1.613636364,1.613636364
1.0,1.0,1.0,Brooklyn,2.0,82.0,70.0,Y,40.65563,-73.96051999999999,11225,61188.0,56829.0,63774,166.1,0.9,0.0,69226,28013,33173,0.5,3830.0,4326.0,725436.0,50613.0,2675.0,809.0,1304.0,772975.0,9.6,24475.2,109,0.445348761,89.58095238,49.52,4.846938776,1.055045872,1.306930693,1.7522935780000002,1.7522935780000002
1.0,3.0,4.0,Washington,5.0,31.0,50.0,N,38.87405,-76.97239,20020,55743.0,49864.0,49899,123.8,4.6,0.1,12080,24885,30856,0.5,1642.0,1370.0,298121.0,34573.0,1526.0,491.0,1032.0,335336.0,13.0,22297.2,227,1.018065049,145.340708,27.6875,4.65,1.367256637,1.6818181819999998,2.756637168,2.756637168
1.0,,1.0,San Diego,2.0,38.0,90.0,Y,32.76735,-117.13136000000002,92108,21198.0,18858.0,11640,131.4,4.3,0.1,4950,10604,10594,0.9,2967.0,1988.0,332306.0,68307.0,1740.0,608.0,1955.0,738093.0,5.5,8479.2,159,1.875176903,114.7012987,33.8907563,4.848623853,1.270440252,1.46,1.924528302,1.924528302
2.0,1.0,3.0,San Francisco,5.0,131.0,62.0,Y,37.728640000000006,-122.38786,94124,35954.0,33996.0,33170,155.9,4.9,1.1,7298,17643,18310,0.7,4648.0,2987.0,627764.0,55534.0,2339.0,485.0,979.0,636286.0,9.2,14381.6,128,0.890026145,138.76190480000002,52.64772727,4.775,1.228346457,1.425,1.787401575,1.787401575
1.0,1.0,2.0,San Diego,5.0,209.0,70.0,Y,32.71884,-117.14239,92102,45420.0,43267.0,47123,134.1,4.6,0.0,9799,23694,21727,0.5,2211.0,852.0,360942.0,44226.0,1667.0,326.0,1141.0,401922.0,5.7,18168.0,438,2.410832232,130.0616114,53.12188366,4.85,1.240825688,1.6868686869999998,2.342465753,2.342465753
1.0,,1.0,Seattle,3.0,203.0,70.0,N,47.61271,-122.34411,98121,14888.0,12628.0,8558,115.8,0.4,0.2,33788,8555,6333,0.7,3270.0,4937.0,482033.0,90136.0,2392.0,1000.0,1539.0,667147.0,3.0,5955.2,130,2.182966147,114.8527132,70.88695652,4.777272727,1.069230769,1.174603175,1.4923076919999998,1.4923076919999998
1.0,1.0,1.0,San Carlos,3.0,41.0,209.0,Y,37.50122,-122.2669,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,2.0,Washington,3.0,169.0,90.0,Y,38.91669,-77.04373000000001,20009,52246.0,47992.0,46561,123.9,1.3,0.0,39745,27339,24908,0.6,3966.0,4483.0,680818.0,101610.0,2507.0,862.0,1786.0,627371.0,3.8,20898.4,189,0.904375455,112.8359788,70.79190751,4.885964912,1.243386243,1.348993289,1.7936507940000002,1.7936507940000002
1.0,1.0,2.0,Atlanta,4.0,57.0,85.0,Y,33.7609,-84.3227,30317,13265.0,11970.0,13981,97.1,3.5,0.0,3777,6269,6995,1.0,3071.0,1381.0,272815.0,63369.0,1736.0,457.0,950.0,245386.0,6.1,5306.0,75,1.4134941580000002,104.7432432,35.28070175,4.944444444,1.459459459,1.845070423,2.146666667,2.146666667
1.0,2.0,3.0,New Orleans,4.0,22.0,120.0,N,29.98363,-90.06926,70116,11761.0,11507.0,16688,102.7,1.3,0.1,9105,6321,5440,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,3.0,3.0,New Orleans,6.0,21.0,135.0,Y,29.94457,-90.108,70125,16992.0,14479.0,23887,102.6,2.3,0.0,7252,8064,8927,0.8,3109.0,1746.0,318322.0,38122.0,2070.0,573.0,971.0,223889.0,7.1,6796.8,327,4.811087571,117.5603715,39.42605634,4.838709677,1.327217125,2.078431373,2.706422018,2.706422018
,,,,,,,N,37.6542,-122.41969,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,San Diego,2.0,9.0,89.0,Y,32.75805,-117.067,92115,65333.0,58560.0,56883,136.5,6.5,0.0,10049,32550,32783,0.6,3126.0,1563.0,458392.0,48944.0,2164.0,417.0,1208.0,610713.0,6.7,26133.2,210,0.803575528,94.32195122,26.84397163,4.867768595,1.233333333,1.468085106,1.7,1.7
2.0,3.0,4.0,San Diego,8.0,18.0,160.0,Y,32.71676,-117.06294,92114,70687.0,65433.0,66837,130.8,8.2,0.0,8581,35451,35236,0.6,2279.0,1286.0,359832.0,60444.0,1804.0,373.0,1312.0,400734.0,10.7,28274.8,55,0.194519501,71.81818182,20.17948718,4.828571429,1.283018868,1.37037037,1.759259259,1.759259259
2.0,1.0,1.0,San Diego,2.0,138.0,48.0,Y,32.71345,-117.09024,92105,73767.0,69813.0,72994,134.0,5.6,0.0,13242,36115,37651,0.6,2361.0,1216.0,327867.0,39481.0,1627.0,364.0,1066.0,439115.0,8.6,29506.8,128,0.433798311,90.2734375,37.29126214,4.77173913,1.141732283,1.438596491,1.734375,1.734375
1.0,,1.0,New Orleans,2.0,7.0,59.0,N,29.95343,-90.07349,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
2.0,3.0,5.0,New Orleans,6.0,29.0,135.0,Y,29.97519,-90.08348,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,1.0,1.0,San Diego,2.0,169.0,43.0,Y,32.708090000000006,-117.1351,92102,45420.0,43267.0,47123,134.1,4.6,0.0,9799,23694,21727,0.5,2211.0,852.0,360942.0,44226.0,1667.0,326.0,1141.0,401922.0,5.7,18168.0,438,2.410832232,130.0616114,53.12188366,4.85,1.240825688,1.6868686869999998,2.342465753,2.342465753
1.0,2.0,3.0,Del Mar,4.0,3.0,226.0,N,32.93413,-117.25475,92014,13861.0,13154.0,13938,144.5,6.0,0.5,2299,7007,6853,0.5,8593.0,6180.0,1502926.0,125897.0,3987.0,926.0,2143.0,462825.0,2.1,5544.4,141,2.5431065580000003,284.92248060000003,22.77941176,4.891666667,1.879432624,2.313432836,2.929078014,2.929078014
1.0,,1.0,New Orleans,2.0,38.0,75.0,Y,29.93293,-90.13051,70118,36182.0,33008.0,36847,102.7,4.7,0.7,7724,16863,19318,0.9,3748.0,2036.0,348955.0,41945.0,2155.0,586.0,999.0,453518.0,7.2,14472.8,388,2.680891051,143.8441558,40.36936937,4.885350318,1.343669251,1.97574124,2.548969072,2.548969072
2.0,1.0,2.0,Staten Island,4.0,27.0,40.0,Y,40.64537,-74.08381,10301,40085.0,39706.0,38805,153.7,3.7,0.0,10924,19779,20306,0.8,3600.0,3911.0,467271.0,58011.0,2357.0,879.0,1226.0,448596.0,5.1,16034.0,59,0.367968068,90.68421053,42.97777778,4.794871795,1.372881356,1.631578947,2.101694915,2.101694915
1.0,2.0,3.0,San Diego,5.0,38.0,188.0,Y,32.797540000000005,-117.2388,92109,49124.0,45787.0,46071,140.7,7.6,4.3,6463,25677,23447,0.5,5213.0,2847.0,821665.0,74047.0,2760.0,593.0,1532.0,984403.0,4.0,19649.6,656,3.3384903510000004,145.5595054,50.12617702,4.80990099,1.296183206,1.653130288,2.295731707,2.295731707
1.0,1.0,1.0,San Francisco,2.0,370.0,220.0,Y,37.7637,-122.39735,94107,29805.0,26599.0,17368,152.7,1.8,0.1,16634,15465,14340,0.8,7541.0,4033.0,943422.0,134510.0,3681.0,983.0,2249.0,1638539.0,4.2,11922.0,96,0.805234021,186.0957447,94.25,4.934065934,1.221052632,1.313253012,1.484210526,1.484210526
1.0,1.0,1.0,Oakland,2.0,10.0,49.0,Y,37.81157,-122.22894,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,New Orleans,2.0,76.0,98.0,Y,29.94361,-90.07354,70130,14256.0,14064.0,14891,102.3,2.1,0.5,6769,7361,6895,0.9,3910.0,3210.0,391687.0,54532.0,2441.0,873.0,1167.0,528936.0,5.3,5702.4,283,4.9628226710000005,100.18505340000002,60.99628253,4.871268657,1.219081272,1.498113208,1.982332155,1.982332155
1.0,,1.0,New York,2.0,49.0,290.0,Y,40.72671,-74.01035,10013,28615.0,27700.0,25042,179.7,0.6,0.0,51811,14192,14422,0.5,10587.0,10810.0,2219817.0,108488.0,3987.0,1513.0,1719.0,5359362.0,3.1,11446.0,66,0.576620654,210.8412698,49.13333333,4.766666667,1.242424242,1.475409836,1.878787879,1.878787879
0.0,1.0,1.0,San Francisco,2.0,237.0,99.0,Y,37.77179,-122.42861,94102,29739.0,31176.0,28991,181.8,0.7,0.0,44330,17025,12715,0.9,6722.0,5713.0,738977.0,30678.0,2939.0,1062.0,926.0,727528.0,5.9,11895.6,226,1.899862134,155.0772727,63.41176471,4.731707317,1.426605505,1.230769231,1.586363636,1.586363636
1.0,1.0,2.0,New Orleans,2.0,6.0,51.0,Y,29.96494,-90.08432,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,3.0,3.0,Brooklyn,8.0,39.0,253.0,N,40.68745,-73.98983,11201,60922.0,51128.0,47746,157.6,1.4,0.0,42778,29849,31072,0.4,3941.0,3671.0,881822.0,114013.0,2881.0,803.0,2174.0,2606198.0,4.6,24368.8,165,0.677095302,174.1419753,39.3015873,4.824324324,1.0858895709999998,1.410958904,1.684848485,1.684848485
1.0,2.0,3.0,Miami,6.0,57.0,105.0,Y,25.81534,-80.19444,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,1.0,San Francisco,2.0,12.0,120.0,Y,37.77768,-122.40394,94103,26116.0,27170.0,23016,167.8,1.4,0.0,19259,15354,10763,0.9,7500.0,7701.0,814561.0,48054.0,3471.0,967.0,1064.0,921350.0,5.0,10446.4,150,1.4359013630000002,176.0,78.62307692,4.9375,1.22147651,1.174825175,1.322147651,1.322147651
1.0,1.0,1.0,Foster City,2.0,68.0,109.0,Y,37.56619,-122.26073999999998,94124,35954.0,33996.0,33170,155.9,4.9,1.1,7298,17643,18310,0.7,4648.0,2987.0,627764.0,55534.0,2339.0,485.0,979.0,636286.0,9.2,14381.6,128,0.890026145,138.76190480000002,52.64772727,4.775,1.228346457,1.425,1.787401575,1.787401575
1.0,1.0,2.0,New York,4.0,151.0,115.0,N,40.82536,-73.94923,10031,61649.0,56438.0,60221,153.9,0.7,0.0,94729,30600,31049,0.7,2045.0,3937.0,357945.0,43584.0,1925.0,251.0,1214.0,232430.0,7.6,24659.6,103,0.417687229,74.11340206,53.01063829999999,4.7880434780000005,1.098039216,1.121212121,1.5533980580000002,1.5533980580000002
2.0,2.0,4.0,San Diego,5.0,46.0,120.0,N,32.77422,-117.05032,92115,65333.0,58560.0,56883,136.5,6.5,0.0,10049,32550,32783,0.6,3126.0,1563.0,458392.0,48944.0,2164.0,417.0,1208.0,610713.0,6.7,26133.2,210,0.803575528,94.32195122,26.84397163,4.867768595,1.233333333,1.468085106,1.7,1.7
1.0,,2.0,Washington,4.0,237.0,160.0,Y,38.88405,-76.99959,20003,29487.0,26454.0,23122,123.8,2.2,0.3,13144,15559,13928,0.5,4113.0,3131.0,771719.0,118469.0,2685.0,577.0,1848.0,730517.0,4.4,11794.8,410,3.476108115,127.7487685,54.34444444,4.900289017,1.196078431,1.442708333,2.487804878,2.487804878
1.0,1.0,1.0,Albany,2.0,7.0,75.0,N,37.89116,-122.30462,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,Berkeley,2.0,45.0,130.0,Y,37.89303,-122.27767,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,3.0,Miami,4.0,28.0,89.0,N,25.79256,-80.18585999999999,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,2.0,4.0,Miami,6.0,14.0,125.0,N,25.82019,-80.19556,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
2.0,4.0,6.0,San Diego,10.0,29.0,295.0,Y,32.80257,-117.25708,92109,49124.0,45787.0,46071,140.7,7.6,4.3,6463,25677,23447,0.5,5213.0,2847.0,821665.0,74047.0,2760.0,593.0,1532.0,984403.0,4.0,19649.6,656,3.3384903510000004,145.5595054,50.12617702,4.80990099,1.296183206,1.653130288,2.295731707,2.295731707
1.0,1.0,2.0,San Diego,3.0,54.0,59.0,Y,32.70794,-117.14668,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,1.0,1.0,New York,2.0,3.0,80.0,N,40.8362,-73.94033,10032,64095.0,57331.0,63842,157.3,0.7,0.0,97487,32331,31764,0.8,5095.0,,419656.0,41716.0,1987.0,361.0,1169.0,382930.0,9.0,25638.0,80,0.31203682,74.75641026,49.82089552,4.8046875,1.0125,1.118421053,1.275,1.275
2.0,3.0,3.0,San Diego,7.0,6.0,185.0,N,32.84062,-117.2076,92122,47992.0,43728.0,34891,138.5,15.9,0.0,3013,24639,23353,0.6,4567.0,3242.0,697910.0,76816.0,2389.0,574.0,1878.0,695311.0,4.0,19196.8,284,1.479413236,117.4548736,28.14364641,4.809815951,1.3498233219999998,1.498194946,2.017605634,2.017605634
1.0,1.0,1.0,San Francisco,2.0,137.0,119.0,N,37.78827,-122.41506,94109,56822.0,55984.0,56322,161.6,1.2,0.1,47834,29302,27521,0.8,8065.0,5908.0,946308.0,73990.0,3438.0,980.0,1585.0,2053561.0,3.2,22728.8,177,0.778747668,267.0116959,48.55629139,4.829931973,1.242774566,1.608974359,2.011428571,2.011428571
1.0,,1.0,Boston,2.0,35.0,165.0,Y,42.35097,-71.08144,2199,1278.0,1146.0,1005,169.2,0.1,0.0,22222,509,768,0.5,,,2219817.0,103367.0,,,3152.0,808477.0,3.5,511.2,31,6.064162754,125.67741940000002,68.16666667,4.8,1.064516129,1.238095238,1.322580645,1.322580645
1.0,1.0,1.0,Oakland,2.0,21.0,70.0,Y,37.80754,-122.21731,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,Miami Springs,2.0,54.0,65.0,Y,25.81726,-80.29482,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,,1.0,San Francisco,2.0,4.0,135.0,Y,37.77897,-122.44535,94117,43944.0,39169.0,38738,156.4,1.7,0.0,26041,23111,20833,0.6,8333.0,4956.0,1205027.0,127338.0,3789.0,906.0,1952.0,1173153.0,4.2,17577.6,458,2.605588931,181.9954442,78.35,4.883838384,1.427927928,1.4302884619999998,1.653932584,1.653932584
1.0,2.0,2.0,San Francisco,4.0,3.0,300.0,N,37.76053,-122.43429,94114,33984.0,31124.0,30574,156.5,1.4,0.0,23843,20028,13958,0.6,9677.0,3283.0,1278503.0,136895.0,3987.0,686.0,2024.0,1647458.0,2.9,13593.6,423,3.111758475,194.2116788,85.53246753,4.914728682,1.201946472,1.421052632,1.532846715,1.532846715
1.0,1.0,1.0,San Francisco,1.0,5.0,80.0,N,37.72558,-122.45747,94127,20960.0,19289.0,20624,156.2,1.8,0.0,11839,10591,10368,0.6,8204.0,1808.0,1170842.0,144122.0,3746.0,520.0,2511.0,1425325.0,3.4,8384.0,145,1.729484733,166.6,81.18461538,4.865079365,1.220689655,1.5703125,1.855172414,1.855172414
1.0,1.0,5.0,Kensington,6.0,11.0,79.0,Y,37.90175,-122.28092,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,San Francisco,2.0,283.0,140.0,Y,37.79907,-122.44584,94123,25600.0,23088.0,22903,162.7,1.0,0.1,25083,12492,13107,0.6,10587.0,8859.0,1646437.0,136006.0,3987.0,1142.0,2139.0,2078609.0,3.3,10240.0,102,0.99609375,300.82105260000003,50.375,4.924418605,1.352941176,1.742268041,1.921568627,1.921568627
1.0,1.0,1.0,Albany,2.0,3.0,130.0,Y,37.88694,-122.29461,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,2.0,San Diego,4.0,5.0,60.0,Y,32.71126,-117.15319,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,,1.0,San Francisco,2.0,23.0,95.0,N,37.78575,-122.4146,94102,29739.0,31176.0,28991,181.8,0.7,0.0,44330,17025,12715,0.9,6722.0,5713.0,738977.0,30678.0,2939.0,1062.0,926.0,727528.0,5.9,11895.6,226,1.899862134,155.0772727,63.41176471,4.731707317,1.426605505,1.230769231,1.586363636,1.586363636
1.0,1.0,1.0,New Orleans,4.0,28.0,69.0,Y,29.95442,-90.06928,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
1.0,1.0,2.0,Daly City,3.0,54.0,80.0,N,37.70715,-122.46469,94132,31737.0,28129.0,26291,162.6,3.1,0.5,10205,15161,16575,0.6,6318.0,3496.0,890812.0,71561.0,2821.0,553.0,1963.0,3898250.0,9.2,12694.8,239,1.882660617,92.57081545,46.30582524,4.723076923,1.260869565,1.258928571,1.6695278969999998,1.6695278969999998
1.0,1.0,1.0,San Diego,2.0,34.0,94.0,Y,32.72168,-117.15868,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,1.0,1.0,Atlanta,2.0,16.0,95.0,Y,33.75162,-84.3138,30317,13265.0,11970.0,13981,97.1,3.5,0.0,3777,6269,6995,1.0,3071.0,1381.0,272815.0,63369.0,1736.0,457.0,950.0,245386.0,6.1,5306.0,75,1.4134941580000002,104.7432432,35.28070175,4.944444444,1.459459459,1.845070423,2.146666667,2.146666667
3.0,1.0,1.0,Arlington,1.0,46.0,60.0,Y,38.87757,-77.11578,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
1.0,,1.0,San Diego,2.0,75.0,99.0,Y,32.75696,-117.12954,92116,33392.0,31680.0,33080,136.4,3.5,0.0,9629,17098,16293,0.6,3751.0,2236.0,587807.0,62866.0,2119.0,474.0,1192.0,436070.0,5.1,13356.8,306,2.290967897,111.4238411,43.13122172,4.895522388,1.140983607,1.4397163119999998,1.764705882,1.764705882
1.0,1.0,1.0,San Diego,2.0,116.0,50.0,Y,32.93072,-117.14122,92126,81842.0,73343.0,74222,131.5,12.6,0.0,6478,42371,39471,0.7,3593.0,2535.0,482699.0,93740.0,2182.0,523.0,1851.0,586259.0,4.9,32736.8,113,0.345177293,83.20909091,33.92682927,4.913333333,1.267857143,1.396396396,1.681415929,1.681415929
1.0,1.0,1.0,Seattle,2.0,3.0,130.0,Y,47.62895,-122.34217,98109,26277.0,20715.0,16018,117.2,2.0,0.4,13143,13621,12656,0.8,4146.0,5604.0,582369.0,94602.0,2362.0,905.0,1568.0,905401.0,3.3,10510.8,233,2.216767515,139.0519481,44.37894737,4.820809249,1.17167382,1.305309735,1.652360515,1.652360515
1.0,1.0,1.0,Philadelphia,2.0,87.0,55.0,Y,39.94192,-75.16245,19147,39405.0,36228.0,32680,107.6,1.4,0.2,27998,19454,19950,0.7,2742.0,2077.0,357612.0,72963.0,1694.0,497.0,1255.0,395531.0,4.8,15762.0,257,1.6305037430000002,96.79377432,58.45045045,4.830188679,1.245136187,1.545454545,1.984435798,1.984435798
1.0,2.0,2.0,San Francisco,4.0,14.0,119.0,Y,37.73633,-122.43198999999998,94131,28756.0,26881.0,27897,157.2,2.1,0.0,13828,15744,13013,0.6,7754.0,3344.0,1130219.0,115691.0,3496.0,546.0,1975.0,1406358.0,3.4,11502.4,365,3.1732508,210.890411,72.40350877,4.920353982,1.257617729,1.629518072,1.917808219,1.917808219
1.0,2.0,2.0,Queens,3.0,8.0,68.0,Y,40.59722,-73.75936999999999,11691,65877.0,60035.0,56184,159.3,2.8,0.0,23247,29893,35982,0.8,3798.0,3862.0,482588.0,42899.0,2788.0,878.0,1126.0,561266.0,7.7,26350.8,18,0.068309122,65.22222222,20.0,4.576923077,1.166666667,1.176470588,1.277777778,1.277777778
3.0,3.0,5.0,Berkeley,7.0,4.0,400.0,Y,37.89016,-122.25356,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,New York,2.0,11.0,126.0,Y,40.77268,-73.98933000000001,10069,5306.0,5199.0,1403,167.6,0.1,0.0,50935,2610,2695,0.6,9828.0,10810.0,1708703.0,162161.0,3987.0,1513.0,3167.0,1153123.0,2.6,2122.4,7,0.329815303,134.66666669999998,43.8,4.7,1.0,1.0,1.571428571,1.571428571
